book_id,title,publication_year,average_rating,genre
17672845,بیست شعر عاشقانه,1973,4.32,POETRY
18881460,Ideas of Good and Evil,"",3.96,POETRY
8462385,By the Numbers,2010,4.14,POETRY
16257059,Gardening Secrets of the Dead,2012,4.23,POETRY
1336506,Pen Chants Or Nth Or 12 Spirit Like Impermanences,2000,4.30,POETRY
25074847,The Deleted World: Poems,"",4.20,POETRY
369968,Selected Poems 1965-1990,1994,3.96,POETRY
26150623,"Wir können alles sein, Baby",2015,4.17,POETRY
13500979,The Oresteia: Agamemnon / The Libation Bearers / The Eumenides,"",3.99,POETRY
18387442,Reruns: Poetry and Prose,2013,4.33,POETRY
22405657,All The Poems: Stevie Smith,2016,4.19,POETRY
18054770,Too afraid to cry,2012,4.34,POETRY
1271187,The Rāmāyaṇa Of Vālmīki: An Epic Of Ancient India,2009,4.11,POETRY
239237,Winter Morning Walks: 100 Postcards to Jim Harrison,2001,4.48,POETRY
3513120,Olelo No'Eau: Hawaiian Proverbs and Poetical Sayings,"",4.75,POETRY
765311,The Complete Odes and Epodes,1983,4.00,POETRY
23333016,Pansy,2015,4.61,POETRY
18045640,Elsewhere,2013,4.17,POETRY
7457621,Bicycles: Love Poems,2010,4.04,POETRY
78723,Hearts That We Broke Long Ago,1985,4.48,POETRY
3873511,Becoming Billie Holiday,2008,4.07,POETRY
9364958,تلك صورتها وهذا انتحار العاشق,1975,3.52,POETRY
17336536,Puisi Tepi Jalan,2012,3.98,POETRY
519834,Poem Without a Hero: And Selected Poems,1989,4.28,POETRY
11319728,The Pushcart Prize XXXVI: Best of the Small Presses,2011,3.88,POETRY
19216549,The Ballad of Reading Gaol and Other Poems,"",4.20,POETRY
312376,The Cocktail Party,1949,3.71,POETRY
675252,A Foreigner Carrying in the Crook of His Arm a Tiny Book,1993,4.18,POETRY
1493267,Canto de mí mismo,2009,4.17,POETRY
1282406,The Paradelle,2006,3.71,POETRY
15734355,Dos puntos,2011,4.15,POETRY
515188,Facts About the Moon,2007,4.32,POETRY
13236956,The Folding Star: and Other Poems,2012,4.38,POETRY
868590,World's Tallest Disaster: Poems,2001,3.99,POETRY
16089152,كتاب الجيم,2011,2.89,POETRY
6609895,The Doors of the Body,2009,4.10,POETRY
1825762,I Have Been Here Before,2007,3.49,POETRY
1401379,The Poems,1988,4.23,POETRY
5655146,The Pig in the Spigot,2000,3.57,POETRY
166309,"Fireflies: A Collection of Proverbs, Aphorisms and Maxims",2007,4.34,POETRY
6295,Howl and Other Poems,2001,4.14,POETRY
7178704,در جستجوی زمان از دست رفته: بازنویسی برای تئاتر,2009,4.02,POETRY
29875613,Kawitan: Kumpulan Puisi,2016,3.67,POETRY
28947079,سيرة الأراجوز,2016,3.81,POETRY
7747143,This is Not My Heart,2009,3.00,POETRY
33505457,TransVerse,2016,4.31,POETRY
1846130,A Book of Witness: Spells & Gris-Gris,2003,3.93,POETRY
1092044,Night Mowing,2005,4.13,POETRY
33281211,Coriolanus'un Tragedyası,2014,3.71,POETRY
33169254,Meet Me Here At Dawn,2016,4.64,POETRY
18228035,Poems in Prose,2013,3.91,POETRY
732595,Hard Core Logo,2002,3.67,POETRY
169523,The Earth Under Sky Bear's Feet,1998,4.08,POETRY
24640381,Ευρέσεις από κυανό κοβάλτιο,1991,4.62,POETRY
3143724,Manhã Imensa,"",3.43,POETRY
1381,The Odyssey,2006,3.73,POETRY
23589997,كي لا أكون بارداً,2014,3.43,POETRY
1237429,Poem's Progress (Writers And Young Writers Series),"",4.00,POETRY
18803091,The Crossover,2014,4.22,POETRY
1760284,"Power and Possibility: Essays, Reviews, and Interviews",2007,4.00,POETRY
8131592,The Wonder Book,2010,3.89,POETRY
13413649,أبيض غامق,2012,4.01,POETRY
8354492,Plume Adında Biri,1994,3.82,POETRY
34130377,Silencer,2017,4.24,POETRY
11836284,Be Home Before Dark,"",4.45,POETRY
1040446,The Lady of Shalott,1990,4.17,POETRY
966957,Dark Harbor: A Poem,1993,4.12,POETRY
18607998,Darkened Rooms of Summer: New and Selected Poems,2014,4.00,POETRY
23268692,No Matter the Wreckage,"",4.33,POETRY
2959519,"The Book of Giving: Poems of Thanks, Praise and Celebration",1995,3.75,POETRY
1268190,Moss Burning,1993,4.00,POETRY
198633,Complete Works Of Oscar Wilde,"",4.45,POETRY
2213236,"Madwomen: The ""Locas mujeres"" Poems of Gabriela Mistral, a Bilingual Edition",2008,3.98,POETRY
1002714,"Airs, Waters, Places",2001,4.48,POETRY
88140,Les Nourritures terrestres suivi de Les Nouvelles Nourritures,1995,3.93,POETRY
196454,The Book of Gods and Devils,1990,4.18,POETRY
10086993,Има страшно,2005,4.37,POETRY
12968597,The Weight of Water,2012,3.87,POETRY
12456197,"Poems by Emily Dickinson, Three Series, Complete","",4.33,POETRY
13633763,Wayworn Wooden Floors,2012,4.50,POETRY
29240037,Gedichte,2016,3.78,POETRY
13542428,My Favorite Warlord,2012,3.64,POETRY
5506684,Intruder: Poems,2008,3.72,POETRY
16192212,Words with Wings,2013,3.96,POETRY
13591874,Tantivy,2012,4.15,POETRY
18803129,The Circus of Forgetting,2013,4.67,POETRY
23176162,Old Broads Waxing Poetic,2014,4.75,POETRY
19922690,Steampunk Poe,"",4.13,POETRY
64277,Poems of Heaven and Hell from Ancient Mesopotamia,1971,3.75,POETRY
632901,What Matters Most is How Well You Walk Through the Fire,2002,4.30,POETRY
10842747,ارجا,2010,2.75,POETRY
27225178,From The Wild,2015,4.17,POETRY
209381,Greek Elegiac Poetry: From the Seventh to the Fifth Centuries B.C.,1999,4.05,POETRY
17318821,Ode to Flowers: A Celebration of the Poetry of Flowers,2013,4.54,POETRY
18528223,Compass Rose,2014,3.91,POETRY
2819855,Pulu uis: runoja,2001,3.69,POETRY
9875696,Anterooms: New Poems and Translations,2010,3.86,POETRY
1609481,Odd Swallows,2007,3.33,POETRY
642177,FirstDays of the Year,1998,4.33,POETRY
11409124,The Weight of Water,2012,3.87,POETRY
11680310,The Canterbury Tales,2011,3.48,POETRY
213181,God Hunger,1990,3.88,POETRY
1483376,Selected Poems of Emily Dickinson,1993,4.16,POETRY
897488,Jersey Rain,2000,3.62,POETRY
644996,The Legend of Mulan: A Folding Book of the Ancient Poem That Inspired the Disney Animated Film,1998,4.26,POETRY
17789647,قلبي عليك حبيبتي,2013,3.79,POETRY
7685166,Paradise Regained,2009,3.64,POETRY
6012228,Selected Poems,2008,4.16,POETRY
1519748,Sonnets from the Portuguese,1990,4.13,POETRY
2117904,Ooga-Booga: Poems,2007,4.15,POETRY
19288875,Pierre Reverdy,2014,4.42,POETRY
15793630,The FSG Book of Twentieth-Century Italian Poetry: An Anthology,2015,4.39,POETRY
21416001,أحدث الليل,2014,3.70,POETRY
25207738,Det här är hjärtat,2015,4.35,POETRY
17725429,Gadalaiki,2006,2.62,POETRY
1510261,Sometimes Gladness,2001,3.53,POETRY
5199274,Astrometry Orgonon,2008,4.79,POETRY
17790353,Circles of Sacred Laughter,2013,4.50,POETRY
29224035,Избрани стихотворения,2016,4.50,POETRY
14330056,"Poems in Two Volumes, Volume II",2007,3.89,POETRY
389439,American Noise,1994,4.24,POETRY
763136,Invisible Poet:  T.S.Eliot,1969,3.94,POETRY
29568227,Kasieńka,2015,3.87,POETRY
719928,Kenneth Patchen: Rebel Poet in America,"",4.11,POETRY
21440668,Exit Pursued by a Bear and Others,2014,4.21,POETRY
6667417,شعر من,1975,3.75,POETRY
22929732,The Road In Is Not the Same Road Out: Poems,2015,4.04,POETRY
397019,Last Poems,"",4.16,POETRY
27181295,When the Next Big War Blows Down the Valley: Selected and New Poems,2015,4.25,POETRY
6563890,Love is a Dog from Hell,"",4.16,POETRY
7878392,The Gift That Arrives Broken,2010,4.39,POETRY
1840856,Trembling in the Bones,"",4.62,POETRY
17455916,Glossolalia,2013,4.30,POETRY
112136,The Major Works,2000,4.02,POETRY
1679579,The Animals,"",3.62,POETRY
21947074,هدوء مزعج,2014,3.69,POETRY
418054,The Nature of Things,1995,3.96,POETRY
596022,Cancer as a Social Activity: Affirmations of Worlds End,2004,4.29,POETRY
17318566,Reduced to Joy,2013,4.26,POETRY
702019,Kill The Messenger Who Brings Bad News,"",4.30,POETRY
23266681,Queen Mab: With Notes,"",3.72,POETRY
2289162,The Breath You Take from the Lord,2002,4.40,POETRY
4750252,The Dance Most of All: Poems,2009,4.14,POETRY
139881,One Big Self: An Investigation,2007,4.17,POETRY
26014654,A Slow Archive: Poems,2015,4.79,POETRY
1651784,The Lark Quartet,1999,4.25,POETRY
32794850,nothing more to it than bubbles,2016,5.00,POETRY
937321,Complete Tales and Poems,"",4.50,POETRY
2353702,The dream in the next body,2005,4.57,POETRY
15777047,Manzanita,1972,4.75,POETRY
12935534,Das Traurige Ende Des Austernjungen Und Andere Geschichten,"",4.13,POETRY
1342581,Heaven and Earth: A Cosmology,1991,4.16,POETRY
13037949,Heroes: 100 Poems from the New Generation of War Poets. Selected by John Jeffcock,2011,3.69,POETRY
28699944,Pink Mist,2016,4.44,POETRY
16049121,Τα Ερωτικά,1981,4.41,POETRY
12010547,An Oresteia: Agamemnon by Aiskhylos; Elektra by Sophokles; Orestes by Euripides,2009,4.32,POETRY
7305872,Aria,2009,4.12,POETRY
10372340,A Witness in Exile,"",4.50,POETRY
16052936,Çatlıycak Kadar Aşkî,"",4.27,POETRY
1287031,There's a Zoo in Room 22,2004,3.69,POETRY
12983529,Overwatch,2011,4.86,POETRY
4505188,ANTI,2008,4.23,POETRY
23624784,Echoes: Reflections Through Poetry and Verse,2014,4.80,POETRY
17931044,"Jóvenes sin futuro, les habla su capitán",2012,3.80,POETRY
848297,Thanks a Million,"",3.96,POETRY
128214,"Collected Poems, 1951-1971",2001,4.49,POETRY
211564,Haiku Inspirations: Poems and Meditations on Nature and Beauty,2006,3.84,POETRY
749994,Samuel Johnson,1984,3.90,POETRY
13626297,On the Nature of the Universe,1965,3.97,POETRY
16054273,الكوميديا الإلهية,2002,4.06,POETRY
15699154,تحت شمس ذاكرة أخرى,2012,3.34,POETRY
30080505,Sojourner Songs: Poems,2016,4.75,POETRY
18223167,Nonstop Pop,2013,4.56,POETRY
25127329,Topamos con los británicos,2003,4.16,POETRY
18339587,أصوات الضمير,2013,3.72,POETRY
1569179,Punching Out,1990,4.29,POETRY
3000551,Toes in My Nose,1991,4.35,POETRY
7827881,War Dances,"",3.93,POETRY
1222312,The Horse Fair,2000,4.05,POETRY
2133995,Last and Lost Poems,1989,3.81,POETRY
26399935,Citizen: An American Lyric,2015,4.30,POETRY
1463048,The Mountain Poems of Hsieh Ling-Yün,2001,4.18,POETRY
8517930,Rough Honey,2010,4.21,POETRY
4847283,Selected Poetry,2008,4.08,POETRY
7800270,How to Catch a Falling Knife,2010,4.33,POETRY
13550603,أزهار الشر,1977,4.26,POETRY
19346439,Евгений Онегин,2009,4.09,POETRY
16123936,فاوست,"",3.97,POETRY
26889441,Falling Awake,2016,3.91,POETRY
18763551,Thieves in the Afterlife,2014,4.65,POETRY
24085539,Гамлет,"",4.01,POETRY
2544,The Madman,2008,4.11,POETRY
1422415,Poemas de amor,1999,3.80,POETRY
21529341,The Prophet,1973,4.23,POETRY
3331453,Eunoia,2009,4.11,POETRY
7853621,Metro-Goldwyn-Mayer,2010,4.43,POETRY
2922643,Name This,1986,4.81,POETRY
2150355,Women I Have Known and Been,1993,4.28,POETRY
8561294,You Be Good & I'll Be Night: Jump-On-The-Bed Poems,1988,3.97,POETRY
236184,One Hundred More Poems from the Chinese: Love and the Turning Year,1970,4.31,POETRY
916705,The Cosmic Verses: A Rhyming History of the Universe,2007,4.10,POETRY
24357321,Eugene Onegin,"",4.09,POETRY
19751215,Sonnets from the Portuguese and Other Poems,"",4.05,POETRY
1056805,Sir Gawain and the Green Knight: A New Verse Translation,2007,3.68,POETRY
12805115,مديح الظل العالي,1983,4.35,POETRY
15883402,When We Become Weavers: Queer Female Poets on the Midwestern Experience,2012,4.69,POETRY
661721,Classic Poetry: An Illustrated Collection,1998,3.97,POETRY
16241814,Vale Ave,2013,4.00,POETRY
183685,"White Apples and the Taste of Stone: Selected Poems, 1946-2006","",4.16,POETRY
1630475,Introduction to German Poetry: A Dual-Language Book,1991,3.90,POETRY
15782654,Antología Poética,1970,4.75,POETRY
659690,Years Later,2000,5.00,POETRY
1660037,American Sonnets: an Anthology,2007,4.00,POETRY
22001018,Contraband of Hoopoe,2014,4.50,POETRY
18490099,Cien Sonetos de Amor,2013,4.40,POETRY
13582774,Πως τολμάς και νοσταλγείς τσόγλανε;,1999,3.87,POETRY
28380016,The Divine Comedy,2014,4.06,POETRY
13498419,Selected Writings [Shadow selves -- Memories of the Valois -- Unreal cities -- Dream/life -- Sonnets],2006,4.32,POETRY
13573224,A Poem as Big as New York City: Little Kids Write About the Big Apple,2012,4.35,POETRY
20575422,Where Have You Been? Selected Essays,"",4.12,POETRY
8417126,You Know Who You Are,2010,4.78,POETRY
63116,A Little Larger Than the Entire Universe: Selected Poems,2006,4.38,POETRY
1060313,How to Read a Poem,1984,3.80,POETRY
18625551,Фи,2013,3.97,POETRY
35567140,نامه‌های عاشقانه,2016,4.13,POETRY
23167688,Lullaby and Kisses Sweet: Poems to Love with Your Baby,2015,3.98,POETRY
12043287,الشعر قنديل أخضر,1967,3.67,POETRY
1222042,Corridor,1992,3.33,POETRY
2691069,My Dog May Be a Genius,2008,4.02,POETRY
12767,The Lady of the Lake,2005,3.85,POETRY
23695419,'s Middags zwem ik in de Noordzee,2014,3.84,POETRY
99428,Back on the Fire,2007,4.10,POETRY
17379499,الأجنحة المتكسرة,"",3.93,POETRY
29485058,Time Frames: A Speculative Poetry Anthology,1991,3.67,POETRY
1439525,"Antipoems, New And Selected",1985,4.17,POETRY
18068837,Infierno,2013,3.99,POETRY
399119,Am I Naturally This Crazy?,1997,4.30,POETRY
32649,Notebook of a Return to the Native Land,2001,4.05,POETRY
28251487,Gedachten over een mogelijk einde,2015,3.25,POETRY
20506323,Song of the Open Road,"",4.57,POETRY
34686111,Within the Heart of Silence,"",4.67,POETRY
857349,Love's Instruments,1995,4.11,POETRY
25374846,زندگی می‌گوید: امّا باز باید زیست؛ باید زیست؛ باید زیست!...,1979,4.05,POETRY
926689,Free Verse: An Essay on Prosody,1996,3.27,POETRY
608696,Perceval le Gallois ou Le Conte du Graal,"",3.70,POETRY
30259622,Take to the Highway: Arabesques for Travelers,2016,4.67,POETRY
907470,"Six Sections From Mountains And Rivers Without End, Plus One",1970,4.50,POETRY
1386337,The Winchester Monologues,2005,4.06,POETRY
17314661,هكذا اكتب تاريخ النساء,"",3.35,POETRY
6560480,حالا که رفته‌ای,2009,3.47,POETRY
2698389,Icon Tact: Poems 1984-2001,2006,3.80,POETRY
20347731,The Daemon of the World,"",4.00,POETRY
34208314,The day I stopped waiting for you,2017,3.55,POETRY
86560,Rubaiyat of Omar Khayyam,2005,4.18,POETRY
28594899,All the Beginnings: A Queer Autobiography of the Body,2015,4.42,POETRY
2044444,Inhabited Heart: The Selected Poems of Eugenio de Andrade,"",4.25,POETRY
6899264,The Fairies,1990,3.79,POETRY
103315,Object Lessons: The Life of the Woman and the Poet in Our Time,1996,4.22,POETRY
11162881,pay attention: a river of stones,2011,4.69,POETRY
25889454,Ra vườn nhặt nắng,2015,4.36,POETRY
1450556,Source: Poems,1985,4.14,POETRY
30508941,Ware grootte,2008,4.00,POETRY
12543995,Quartine,1979,4.18,POETRY
20908148,Until You Make the Shore,2014,4.00,POETRY
186756,Strong is Your Hold,"",4.03,POETRY
24327720,الدرويش,2015,4.71,POETRY
238389,Prussian Nights: A Poem,1977,3.70,POETRY
735652,"A Twister of Twists, A Tangler of Tongues Tongue Twisters","",4.00,POETRY
49931,The Canterbury Tales,1992,3.48,POETRY
14435335,Scribbles,2012,3.80,POETRY
205134,Sonnets to Orpheus,2006,4.35,POETRY
6376233,Poems from the Women's Movement,"",3.86,POETRY
29418026,Seeds Planted in Concrete,2015,4.38,POETRY
22760866,Pablo Neruda: Selected Poems,1970,4.48,POETRY
955328,After a Lost Original: A Book of Poems,1994,4.54,POETRY
26895642,Six Poets: Hardy to Larkin: An Anthology,"",4.18,POETRY
5900477,دمشق نزار قباني,1995,4.27,POETRY
1233865,Selected Poems,2004,4.17,POETRY
19308263,Les Regrets de Joachim du Bellay,"",3.05,POETRY
6096858,"Jesuś, el hijo del hombre",1997,3.99,POETRY
20445221,Lees maar lang en wees gelukkig,2013,4.38,POETRY
7599190,معراج نامه,"",3.43,POETRY
6673752,The Mighty 12: Superheroes of Greek Myth,2009,3.50,POETRY
28434718,Les Poetes Maudits (1888),"",4.15,POETRY
6415990,Grave Dirt And Selected Strawberries,"",4.56,POETRY
1339745,Poem For The Day One,1994,4.11,POETRY
4729643,Sonnets and Verse,1944,3.86,POETRY
461928,White,"",3.94,POETRY
35132873,Vintage Sadness,2017,4.91,POETRY
3348595,A Toast in the House of Friends,2009,4.60,POETRY
18406096,Thrum,2014,4.50,POETRY
11118075,Grimm Tales Made Gay,"",2.81,POETRY
154393,Sonnets from the Portuguese,1978,4.13,POETRY
839168,It's Snowing! It's Snowing!: Winter Poems,2006,3.83,POETRY
26520736,Alfabet,2015,4.42,POETRY
