book_id,title,publication_year,average_rating,genre
5125697,Biscuit and the Baby,2005,4.19,CHILDREN
16091158,Ten Little Pumpkins,2012,3.59,CHILDREN
9514,Tales from Shakespeare,"",3.94,CHILDREN
3809181,A Sound of Crying,"",4.08,CHILDREN
31235962,Things to Do,2017,4.05,CHILDREN
1214830,Animals Should Definitely Not Wear Clothing,1970,4.11,CHILDREN
13260523,The Cavendish Home For Boys and Girls,2012,3.86,CHILDREN
11779074,Good Manners for a Little Warrior,2011,4.50,CHILDREN
1149517,"Hasty Pudding, Johnnycakes, And Other Good Stuff: Cooking In Colonial America","",3.85,CHILDREN
16280910,The Haunted Mask,2013,4.03,CHILDREN
2997760,Time Train,1991,3.52,CHILDREN
1027748,Pippi's Extraordinary Ordinary Day: An illustrated Story Book,1999,4.12,CHILDREN
27821637,Real Superheroes Eat Tofu,2015,4.33,CHILDREN
2855105,See The Sea!: A Book About Colors,2004,3.94,CHILDREN
18228872,"Jack the Castaway (The Berenson Schemes, #1)",2014,3.56,CHILDREN
5947737,Hello Kitty Show-and-Tell,2007,3.22,CHILDREN
3629545,A Zebra's World (Caroline Arnold's Animals),2006,3.40,CHILDREN
8845472,Nijntje,2010,3.79,CHILDREN
21533961,Küçük Karabalık,"",4.12,CHILDREN
2361807,Before John Was a Jazz Giant: A Song of John Coltrane,"",4.11,CHILDREN
613335,"Trapped in Toyland (Sweet Valley Kids Super Special, #1)",1994,4.02,CHILDREN
29401417,"Mary Poppins (Mary Poppins, #1)",2013,4.05,CHILDREN
1107190,Traveling Matt's Adventures In Outer Space (A Fraggle Rock Book Starring Jim Henson's Muppets),"",3.94,CHILDREN
171230,Wolves,2006,4.09,CHILDREN
11206566,"Are You There God? It's Me, Margaret",1991,3.89,CHILDREN
362361,Meow: Cat Stories from Around the World,2005,3.66,CHILDREN
1766564,Little Miss Greedy,1994,3.76,CHILDREN
8480839,The Story of Ruby Bridges,2010,4.41,CHILDREN
12831192,My mum's the best,2011,3.74,CHILDREN
21935927,Blackie the Fisher-Cat,2014,3.83,CHILDREN
25908683,Inside Out: Driven by Emotions,2015,3.94,CHILDREN
30296091,"Muffin Wars (Jaden Toussaint, the Greatest, #3)","",4.63,CHILDREN
16250690,Princess Harper Gets Happy,2013,4.00,CHILDREN
17869944,The Night Before Christmas - Illustrated by Arthur Rackham,2013,4.36,CHILDREN
3268770,Revolutionary War on Wednesday (Magic Tree House #22),2007,3.88,CHILDREN
4845677,Little dog lost,1969,3.64,CHILDREN
91696,"When Sophie Gets Angry--Really, Really Angry… - Audio",2007,3.92,CHILDREN
7838912,The Ink Garden of Brother Theophane,2010,4.04,CHILDREN
415800,Trout and Me,2009,3.61,CHILDREN
26244551,Bridget Wilder: Spy-in-Training,2016,3.99,CHILDREN
21939565,What Happens Next?,2014,3.72,CHILDREN
407129,"Give Me Back My Pony (Pony Pals, #4)",1995,3.74,CHILDREN
2160248,"Come Back Gizmo (Gizmo, #3)",1999,3.48,CHILDREN
7196907,Toy Story: First Look and Find,"",4.17,CHILDREN
2137777,"The Cat: Or, How I Lost Eternity",2007,3.07,CHILDREN
18911998,The Brilliant World of Tom Gates (Tom Gates series),"",4.20,CHILDREN
563901,Bunnicula,1980,3.84,CHILDREN
29230977,The Secret of Serendipity,2016,4.86,CHILDREN
15802450,The Sandman and the War of Dreams (The Guardians #4),2030,4.34,CHILDREN
7598284,The Secret Lives of Princesses,2010,4.24,CHILDREN
31835842,Nyckeln till Hinsides,2016,3.38,CHILDREN
32962767,Milo's Museum,2016,4.29,CHILDREN
10950055,Over and Under the Snow,2011,4.08,CHILDREN
3213336,Roughing It on the Oregon Trail,2002,3.81,CHILDREN
24439634,Peters jul,2002,4.10,CHILDREN
7266206,Red,2008,3.44,CHILDREN
2021374,"Ghost Camp (Goosebumps, #45)",1996,3.67,CHILDREN
447767,"Bravo, Ernest and Celestine!",1982,4.09,CHILDREN
2943902,"Sienna the Saturday Fairy (Rainbow Magic: Fun Day Fairies, #6)",2008,3.77,CHILDREN
29852245,"I Can Read It! (I Can Read It, #2)",2008,3.17,CHILDREN
6677,"The Gremlins: The Lost Walt Disney Production, A Royal Air Force Story by Flight Lieutenant Roald Dahl",2006,3.44,CHILDREN
6065357,"Uh-Oh, Max",2009,3.52,CHILDREN
10309446,Roses for Isabella,2011,3.65,CHILDREN
1158980,Only Emma,2006,3.63,CHILDREN
25777482,"Steam Train, Dream Train 1-2-3",2016,3.83,CHILDREN
336729,Pride and Prejudice,2005,4.18,CHILDREN
25986282,The Best Birthday Present Ever!,2016,3.90,CHILDREN
13512062,The Incredible Shrinking Bully,2012,4.67,CHILDREN
7877889,Daddy's Little Scout,2010,3.30,CHILDREN
30306703,Magrit,"",3.92,CHILDREN
15741749,"Mathieu Hidalf et la Foudre fantôme (Mathieu Hidalf, #2)",2012,4.04,CHILDREN
2349080,The Silent One,1981,3.72,CHILDREN
719371,H Is for Horse: An Equestrian Alphabet,2004,3.86,CHILDREN
1943266,The Saturdays: A Novel in the Melendy Quartet,2004,4.14,CHILDREN
16247574,You Make Me Proud,2011,4.11,CHILDREN
1855537,3 Steps to a Strong Family,2006,4.16,CHILDREN
3359869,"Drita, My Homegirl","",3.80,CHILDREN
1824873,Hoofprints: Horse Poems,2004,3.47,CHILDREN
17316198,"Greenwitch (The Dark Is Rising, #3)",2012,4.00,CHILDREN
6835195,Spider Sense Spider-Man: Spider-Man versus the Lizard,2009,3.45,CHILDREN
23618846,Champion of the Chalet School,2014,4.06,CHILDREN
6357081,"Ça, c'est chez moi",1991,3.72,CHILDREN
270136,A Pocket for Corduroy,1978,4.29,CHILDREN
7248583,great Santa suprise: a lift-the-flap book,2000,3.50,CHILDREN
7324054,Jack Plank Tells Tales,2008,3.47,CHILDREN
1583532,The Adventures Of Odysseus,1997,3.86,CHILDREN
649466,"The Red Badge of Courage (Wishbone Classics, #10)",1996,3.91,CHILDREN
1189189,The Skull of Truth: A Magic Shop Book,2002,3.81,CHILDREN
12483262,Maisy's Wonderful Weather Book,2011,3.89,CHILDREN
21843336,Nancy Drew Mystery Stories : The Hidden Staircase,1959,3.94,CHILDREN
267639,"My Uncle Is a Hunkle, Says Clarice Bean",2001,4.03,CHILDREN
6892631,A Tale of Two Guinea Pigs,2009,4.65,CHILDREN
2252001,Thumbelina's Song,"",3.67,CHILDREN
10283495,Yummy Ice Cream: A Book About Sharing,2011,3.42,CHILDREN
5074362,The Running Foxes,1979,3.91,CHILDREN
27415378,An Author's Odyssey,2016,4.47,CHILDREN
1200813,Brer Rabbit Book,1990,3.87,CHILDREN
17852639,The Girl Who Trod on the Loaf,2012,3.58,CHILDREN
13226193,Tales From Shakespeare,1995,3.94,CHILDREN
29422530,Yağmur Damlalarından Kolye,2011,4.24,CHILDREN
34552919,In Focus: Cities,2017,4.25,CHILDREN
1392793,"No Tooth, No Quarter!",1989,3.70,CHILDREN
17693722,The Disney Princess Cookbook,2013,4.28,CHILDREN
890965,Long Way Home,2006,3.76,CHILDREN
15825095,"STOP: Setan Motor (Kasus untuk STOP, #5)",1988,3.31,CHILDREN
1416671,Little Fur Family Board Book,2005,4.19,CHILDREN
3296446,"The Thing in Room 601 (Shivers, #19)","",3.67,CHILDREN
20558583,Jess and Wiggle,2014,4.56,CHILDREN
3005534,The Library,1999,4.32,CHILDREN
20924260,A Day in Dogtown,"",3.92,CHILDREN
13436349,"1, 2, 3 in the Sea",2012,3.95,CHILDREN
6088791,Bridget Fidget and The Most Perfect Pet,2009,3.45,CHILDREN
2038020,"Tashi (Tashi, #1)",2007,3.89,CHILDREN
6057634,Alice in Wonderland,"",4.00,CHILDREN
8244699,Dias De Perros,2010,4.14,CHILDREN
735365,"The Mystery of the Strange Messages (The Five Find-Outers, #14)",2003,4.01,CHILDREN
25679738,"Dinosaur Boy Saves Mars (Dinosaur Boy, #2)",2016,4.36,CHILDREN
25374440,Industrias y andanzas de Alfanhuí,"",3.97,CHILDREN
13411219,The Avion My Uncle Flew,1967,3.88,CHILDREN
938940,A Long Way to Go,1965,4.26,CHILDREN
421379,De repente en lo profundo del bosque,"",3.45,CHILDREN
23848024,Groundhog's Day Off,2015,3.66,CHILDREN
9657107,Pato! Coelho!,2010,4.16,CHILDREN
22889917,Emily's Quest,2014,4.11,CHILDREN
33027457,Here Comes Teacher Cat,2017,3.97,CHILDREN
18621703,"Dinos are Forever (The Adventures of Jo Schmo, #1)",2012,3.59,CHILDREN
14638744,Royal Children of English History,2010,3.58,CHILDREN
20650009,The Second Life of Abigail Walker,2013,3.54,CHILDREN
1112732,Pollyanna,1994,3.95,CHILDREN
18309594,Kardeşimm Benim,2012,3.96,CHILDREN
1979623,Miffy's Birthday,2004,3.82,CHILDREN
30301457,Kes meid söövad? Parasiidid ja nende tegelik elu,2009,4.24,CHILDREN
3003338,Penny the Pony Fairy,2008,3.92,CHILDREN
7871075,Fog Magic,1986,3.85,CHILDREN
1923361,Pet Show!,1987,3.87,CHILDREN
2088574,Elmo's 12 Days of Christmas,"",3.69,CHILDREN
19307395,Il Diario di Lizzy Bennet,2013,3.78,CHILDREN
1644673,I Am an Apple,1997,3.64,CHILDREN
18334489,The Tale of Peter Rabbit,"",4.17,CHILDREN
23317635,Misty: The Proud Cloud,"",4.45,CHILDREN
1351814,Ramona the Pest,1982,4.04,CHILDREN
1648369,I swam with a seal,1999,2.67,CHILDREN
5109811,Johnny Lion's Rubber Boots,1972,4.12,CHILDREN
20760668,Jabberwocky,2011,4.13,CHILDREN
23179613,Through the Looking Glass,2014,4.06,CHILDREN
3998670,Christmas Cookies: Bite-Size Holiday Lessons,2008,4.02,CHILDREN
11088263,L'inventore di sogni,1994,3.71,CHILDREN
8453020,Hitler's Daughter,2000,3.60,CHILDREN
29324604,Jacky Ha-Ha,2016,4.30,CHILDREN
11557542,Katie the Kitten Bath Book,2011,4.17,CHILDREN
7635165,Stegosaur Stone,2004,3.90,CHILDREN
15798653,I Dare You Not to Yawn,2013,3.88,CHILDREN
2846076,The Adventures of Perrine [En Famille],1932,4.22,CHILDREN
23359846,Keep Out! Bears About!,2015,3.40,CHILDREN
966618,Danny The Champion Of The World,1987,4.07,CHILDREN
237336,Animals in the Snow,1995,3.32,CHILDREN
4279662,Caribou,2006,3.67,CHILDREN
18305270,Приятелят,2012,4.11,CHILDREN
270205,"Where Are You, Blue Kangaroo",2002,3.74,CHILDREN
23080304,From Bulb to Tulip,2015,3.55,CHILDREN
887659,"Bye Bye, Diapers","",3.26,CHILDREN
290457,"Won't Someone Help Anna? (Sweet Valley Twins, #69)",1993,3.56,CHILDREN
7284060,"Here's to You, Rachel Robinson",2010,3.80,CHILDREN
11267813,The Best Christmas Present of All,1997,3.93,CHILDREN
1135914,The Kingdom By The Sea,"",3.95,CHILDREN
4910357,How the Trollusk Got His Hat,1979,4.58,CHILDREN
12567871,Cock-a-Doodle Dance!,2012,3.29,CHILDREN
619321,Spot Bakes a Cake,2005,3.71,CHILDREN
6513852,My Mum the Pirate,2003,3.81,CHILDREN
28537999,Peppa's School Day,"",4.07,CHILDREN
8026343,In My Flower,2009,3.90,CHILDREN
8152005,Peter Pan in Kensington Gardens,"",3.95,CHILDREN
21843338,Nancy Drew Mystery Stories : The Hidden Staircase,1959,3.94,CHILDREN
13414943,The Princess and the Peas and Carrots,2012,3.25,CHILDREN
18102794,Bob and Rob,2013,3.32,CHILDREN
13238240,"How?: The Most Awesome Question and Answer Book About Nature, Animals, People, Places — and You!",2012,4.36,CHILDREN
4969804,Guerra en casa,"",3.67,CHILDREN
49058,What Do You Do When Something Wants To Eat You?,2001,4.12,CHILDREN
116994,The Cottage at Bantry Bay,2005,4.14,CHILDREN
7284152,The Best Cat,2010,3.06,CHILDREN
4933273,Hurry!,2000,3.27,CHILDREN
827346,The Demon Headmaster Takes Over,2004,3.50,CHILDREN
25660089,Ladybug,1966,4.00,CHILDREN
25687519,"Knitbone Pepper: Ghost Dog (Knitbone Pepper, #1)",2015,4.20,CHILDREN
7668808,Alice in Wonderland and Through the Looking-Glass (Classic Starts Series),2009,4.11,CHILDREN
1425766,"It's a Busy, Busy World",1965,4.21,CHILDREN
31428755,Where the Red Fern Grows,2016,4.04,CHILDREN
3455001,I Wish I Were a Pilot,2008,3.82,CHILDREN
913015,Mr. Silly,"",3.95,CHILDREN
6771441,The Dangerous Alphabet,2009,4.08,CHILDREN
18317569,Swan: The Life and Dance of Anna Pavlova,2015,4.35,CHILDREN
17566910,Pippy's Wish,2013,4.36,CHILDREN
1207014,"Willow King (Willow King, #1)",2000,4.12,CHILDREN
28473732,Animal Babies on the Mountain!,2016,3.71,CHILDREN
33833549,The Adventures of Pinocchio: Children's Classics,2010,3.86,CHILDREN
489429,Around the House the Fox Chased the Mouse: A Prepositional Tale,2006,3.86,CHILDREN
11436447,The Marvelous Land of Oz,"",3.83,CHILDREN
1605730,The Secret Of Skytop Hill And Other Stories,1998,4.12,CHILDREN
13282570,Aan de bal,2004,3.89,CHILDREN
26240690,Jill & Dragon,2016,4.15,CHILDREN
1605265,The Adventurous Four,1990,3.94,CHILDREN
2109557,How to Survive a Totally Boring Summer,2007,3.70,CHILDREN
9570159,"Meet Grace (Our Australian Girl - Grace, #1)",2011,3.91,CHILDREN
2646123,A Balloon for Grandad,1988,3.73,CHILDREN
16290040,Hero Mom,2013,3.97,CHILDREN
35278029,На Неочаквания хълм,2017,3.88,CHILDREN
9514823,Flying Feet,2011,3.57,CHILDREN
172821,La maravillosa medicina de Jorge,2005,4.03,CHILDREN
7977104,Snowflake,1952,4.19,CHILDREN
12939573,"September 11, 2001: The 10th Anniversary",2011,4.20,CHILDREN
18376557,"Pinóquio (Clássicos Walt Disney, #6)","",4.25,CHILDREN
469082,Die Brüder Löwenherz,1994,4.35,CHILDREN
712613,Ten Little Elvi,2004,3.92,CHILDREN
355217,Stars & planets,"",3.85,CHILDREN
295663,"Junie B., First Grader: Boss of Lunch (Junie B. Jones, #19)",2009,3.96,CHILDREN
7954514,"Princess Rebecca and the Lion Cub (The Tiara Club at Diamond Turrets, #6)",2010,4.24,CHILDREN
6629909,Caperucita Roja,1999,4.06,CHILDREN
1813630,Godiva,2001,3.35,CHILDREN
29434866,The Berenstain Bears Love One Another,2016,4.56,CHILDREN
26544337,A Short History of Thanksgiving,2015,3.33,CHILDREN
27163285,"Ръководство на героя за Спасяване на Кралството (Лигата на принцовете, #1)",2015,4.05,CHILDREN
15748423,Les mille premiers mots en arabe,"",4.15,CHILDREN
25337548,The Ethan I Was Before,2017,4.38,CHILDREN
1274588,The Perfect Peach: A Story,"",4.91,CHILDREN
6105857,The Golden Age,1952,3.75,CHILDREN
17262575,Amelia Earhart,2013,4.17,CHILDREN
18799954,The Outfoxed Fox: Based on a Japanese Kyogen,"",3.72,CHILDREN
581878,My Body / Mi cuerpo,2002,3.85,CHILDREN
6877975,A Kid for Two Farthings,2009,3.37,CHILDREN
22058200,Szerencsére a tej,2014,4.04,CHILDREN
405963,There's a Rainbow in My Closet,1979,4.78,CHILDREN
1213927,Sundae Girl,2007,3.80,CHILDREN
827516,Who Wants a Dragon?,"",3.91,CHILDREN
24396255,The School of Art: Learn How to Make Great Art with 40 Simple Lessons,2015,3.77,CHILDREN
21019202,The Three Fat Men,"",3.99,CHILDREN
18007640,Mr. Ball Makes a To-Do List,2014,3.76,CHILDREN
30317320,Little House in the Big Woods,2017,4.16,CHILDREN
241973,The Secret-keeper,2006,4.01,CHILDREN
21403141,Twenty-Four Salvador Dali's Paintings (Collection) for Kids,"",3.92,CHILDREN
32333280,"Dragons Rule, Princesses Drool!",2017,3.51,CHILDREN
6389704,"In Too Deep (The 39 Clues, #6)",2009,4.02,CHILDREN
6381059,The Lost Key: A Mystery with Whole Numbers,"",3.41,CHILDREN
1455621,Mencari Nansy (Seri Pulung #1),1985,3.49,CHILDREN
30208807,Paws McDraw: The Fastest Doodler in the West,2016,3.27,CHILDREN
933421,The Healthy Body Cookbook: Over 50 Fun Activities and Delicious Recipes for Kids,1998,3.75,CHILDREN
32446625,The Crane Girl,2017,4.18,CHILDREN
6751636,Brzechwa dzieciom,1984,4.28,CHILDREN
3332425,بيجامتي,2008,4.80,CHILDREN
127176,Un fantasma en la casa,1993,3.81,CHILDREN
4555781,Colly's Barn,2002,3.92,CHILDREN
577557,The Complete Fairy Tales,"",4.28,CHILDREN
1729784,What Magnets Can Do,1995,3.85,CHILDREN
15989343,Superworm,2012,4.01,CHILDREN
21105269,The Sixth Form at St Clare's,"",4.11,CHILDREN
656650,Cap'n Smudge,2003,4.03,CHILDREN
13594890,Charlie ja šokolaadivabrik,2005,4.11,CHILDREN
20521436,"Stacey's Emergency (The Baby-Sitters Club, #43)",2014,3.66,CHILDREN
2684833,The Tapestry Cats,1992,4.50,CHILDREN
1918712,Madeline,1977,4.22,CHILDREN
656457,Crabby Gabby,2001,4.13,CHILDREN
18654903,Little Red Riding Boots: A Once Upon the West Fairy Tale,2013,4.56,CHILDREN
9989533,The Night Watchmen,1969,3.85,CHILDREN
739176,Polite Elephant (The Little Golden Treasures Series),1998,4.05,CHILDREN
138798,Because a Little Bug Went Ka-choo!,2001,4.29,CHILDREN
1945606,K is For Kitten,2002,3.86,CHILDREN
23611479,Il mago di Oz,2014,3.98,CHILDREN
17928583,De rode paraplu,"",4.33,CHILDREN
16049707,Cinderella: The Lost Tiara,2012,3.85,CHILDREN
8266533,Die Entdeckung des Hugo Cabret,2010,4.23,CHILDREN
2356407,Coot Club,1982,4.05,CHILDREN
27155305,Tre racconti,2015,3.82,CHILDREN
10246781,Astonishing Animal ABC,2011,3.76,CHILDREN
1663452,Career Day,2000,3.60,CHILDREN
5954264,Baby Baby Blah Blah Blah!,2009,3.44,CHILDREN
480287,"Are You There God? It's Me, Margaret","",3.89,CHILDREN
974222,Little Witch's Big Night,"",4.13,CHILDREN
940474,There's a Witch Under the Stairs,1991,4.43,CHILDREN
9542336,"Ten Oosten van de Zon, Ten Westen van de Maan",1978,4.30,CHILDREN
337789,Atticus the Storyteller,2003,4.51,CHILDREN
26078766,Hop Up! Wriggle Over!,2015,3.41,CHILDREN
10304858,The Very Hairy Bear.,2011,3.50,CHILDREN
18916517,Double Dog Dare,"",3.94,CHILDREN
26240588,Thank You!,2016,3.58,CHILDREN
206161,"Alice's Adventures in Wonderland (Alice's Adventures in Wonderland, #1)",1994,4.00,CHILDREN
3130463,The Very First Easter Board Book,2005,4.16,CHILDREN
21490812,Do You Dare? Bushranger's Boys,2014,3.53,CHILDREN
31247841,Triangle,2017,3.75,CHILDREN
72354,Benny and Omar,2007,3.60,CHILDREN
21532268,The Hockey Sweater,2014,4.47,CHILDREN
1513518,All Year Round: A Book To Benefit Children In Need,1997,4.00,CHILDREN
6623903,"Junie B., First Grader: Cheater Pants (Junie B. Jones, #21)","",4.02,CHILDREN
35825693,مختلف,2017,3.64,CHILDREN
15900886,Doubting Thomas,2012,3.74,CHILDREN
35666236,Grumpy Frog,"",3.96,CHILDREN
717484,Life in the Great Ice Age,1996,3.90,CHILDREN
1379414,The Three Little Pigs,"",3.84,CHILDREN
1997146,Brer Rabbit Book,1986,3.87,CHILDREN
11308551,Вафельное сердце,2008,4.31,CHILDREN
31850994,Hyacinth and the Secrets Beneath,"",3.72,CHILDREN
18281464,Arthur Pong And His Smelly Song,2013,3.80,CHILDREN
11689243,The Fabulous Flying Machines of Alberto Santos-Dumont,2011,4.04,CHILDREN
17168399,Women of the Bible,2013,4.18,CHILDREN
15775418,Ollin oppivuodet,1919,3.40,CHILDREN
32606284,"Dragon Lightning (Dragon Dreamer, #2)",2016,4.91,CHILDREN
34226581,Achtste-groepers huilen niet,2017,4.13,CHILDREN
927918,Chip and the Karate Kick,2004,3.48,CHILDREN
16250688,Who Needs Glasses?,2013,3.40,CHILDREN
7620811,کافکا و عروسک مسافر,2016,4.07,CHILDREN
747737,Robin's Room,2002,3.51,CHILDREN
21423626,Little Elephant's Blocked Trunk,2014,3.17,CHILDREN
35528638,Lisbet och Sambakungen,2017,4.00,CHILDREN
7232542,The Red Scarf,2010,3.65,CHILDREN
18775584,The King of the Golden River,2005,3.76,CHILDREN
25827818,The Dog That Nino Didn't Have,2015,3.69,CHILDREN
13236319,"Woodrow for President: A Tail of Voting, Campaigns, and Elections","",3.78,CHILDREN
13049835,Daisy Plays Hide and Seek,2011,3.60,CHILDREN
13531035,The Gingerbread Pirates Gift Edition,2012,4.04,CHILDREN
80680,"The Grim Grotto (A Series of Unfortunate Events, #11)",2004,3.99,CHILDREN
4119709,Volcanoes!,2008,4.12,CHILDREN
20454110,Treasure Hunters: Danger Down the Nile,2014,4.33,CHILDREN
12559676,You Are a Lion! And Other Fun Yoga Poses,2012,4.04,CHILDREN
186223,The Magic Fan,1997,4.01,CHILDREN
13572898,"National Geographic Kids Just Joking 2: 300 Hilarious Jokes About Everything, Including Tongue Twisters, Riddles, and More!",2012,4.17,CHILDREN
7980923,Cuando Hitler robó el conejo rosa,"",3.92,CHILDREN
12899633,Oops!,2011,3.18,CHILDREN
948035,Ludo and the Star Horse,"",4.08,CHILDREN
499976,Sadako and the Thousand Paper Cranes,2004,4.10,CHILDREN
34942689,Star Wars: Forces of Destiny Daring Adventures: Volume 1,2017,3.72,CHILDREN
29611118,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",2016,4.34,CHILDREN
6935584,Friends: Snake And Lizard,2009,3.91,CHILDREN
1859068,"Hail, Hail, Camp Timberwood",1978,3.97,CHILDREN
917442,The Father Christmas Letters,1976,4.21,CHILDREN
2089822,Petunia,2000,4.08,CHILDREN
9327082,"Stink: The Ultimate Thumb-Wrestling Smackdown (Stink, #6)",2011,4.07,CHILDREN
21900699,"Berättelser om en (inte så) populär partytjej (Nikkis dagbok, #2)",2014,4.28,CHILDREN
21841588,Charlie si marele ascensor de Sticla,2013,3.65,CHILDREN
1610654,Orb of Chatham,2005,3.82,CHILDREN
6590989,Cat Dreams,2009,3.58,CHILDREN
25233,Tuck Everlasting,"",3.86,CHILDREN
6662228,The Fish,"",4.08,CHILDREN
31862160,Sarah at the Wedding,2017,4.07,CHILDREN
820084,It's Not The End Of The World,"",3.73,CHILDREN
15814494,"When Stravinsky Met Nijinsky: Two Artists, Their Ballet, and One Extraordinary Riot",2013,3.76,CHILDREN
7076854,Nisse beim Friseur.,1992,4.27,CHILDREN
4869471,Deux graines de cacao,2007,3.77,CHILDREN
397637,"Comets, Stars, the Moon, and Mars: Space Poems and Paintings",2007,4.06,CHILDREN
3127658,Three Monsters,2007,3.62,CHILDREN
12475783,True... Sort of,2011,4.12,CHILDREN
896683,I Don't Want to Talk about It,2000,3.96,CHILDREN
25753099,Me and Marvin Gardens,2017,3.97,CHILDREN
21413930,Freddy the Frogcaster and the Big Blizzard,2014,4.05,CHILDREN
13588123,The Fingertips of Duncan Dorfman,2012,3.61,CHILDREN
1620665,The Truck Book,1978,3.82,CHILDREN
1174294,Spring Is Here,1999,4.03,CHILDREN
22747840,Are You My Mommy?,2015,3.63,CHILDREN
