book_id,title,publication_year,average_rating,genre
110146,"Patriot Acts (Atticus Kodiak, #6)",2007,3.87,MYSTERY
88802,Una noche de perros,2006,3.69,MYSTERY
645654,A Murder Is Announced,2005,3.96,MYSTERY
3114946,Murder Is the Deal of the Day,2003,3.19,MYSTERY
9437955,"Next Victim (Abby Sinclair and Tess McCallum, #2)","",3.94,MYSTERY
35151637,Defenseless (Somerton Security #1),"",4.02,MYSTERY
18491257,Peete and Repeat (The Frannie Shoemaker Campground Mysteries #3),2013,4.19,MYSTERY
30064346,Death of a Deputy (A Murder in Milburn #2),"",4.04,MYSTERY
31804942,Miraculous Mysteries: Locked-Room Murders and Impossible Crimes,2017,3.83,MYSTERY
1007806,Charmed To Death,1995,3.42,MYSTERY
8979481,Ghost Moon,2010,4.04,MYSTERY
22554878,"Betrayal (Alex and Cassidy, #2)","",4.33,MYSTERY
28165881,I den innersta kretsen (Morden i Sandhamn #2),2015,3.91,MYSTERY
21491426,The Saint Closes the Case (The Saint Series Book 3),"",3.81,MYSTERY
1575506,The Dante Trap,"",3.27,MYSTERY
332672,"Legs Benedict (Bed-and-Breakfast Mysteries, #14)",1999,3.77,MYSTERY
10824068,Carrots,2011,3.75,MYSTERY
5632446,Columbine,2009,4.26,MYSTERY
1054796,The Eleventh Plague,1998,3.80,MYSTERY
603916,Silverfin: A James Bond Adventure,2005,3.80,MYSTERY
33817965,The Listerdale Mystery,1971,3.56,MYSTERY
30811068,Kakelugnsmordet: Bankmannen som eldade upp sin kund,2016,3.33,MYSTERY
8641905,"Killing Me Softly (Secrets of Shadow Falls, #1)",2010,3.96,MYSTERY
10939808,Solomonovo slovo,2011,4.03,MYSTERY
1823998,"The Affair of the Mutilated Mink (Burford Family Mysteries, #2)",1999,3.93,MYSTERY
3475017,"The Blood-Dimmed Tide (John Madden, #2)","",3.98,MYSTERY
1292241,"The Lighthouse (Adam Dalgliesh, #13)","",3.80,MYSTERY
7665008,"Bindlestiff (Nameless Detective, #10)",2003,3.88,MYSTERY
13260655,"Secret of the Red Arrow (Hardy Boys Adventures, #1)",2013,3.72,MYSTERY
383200,Flowers for the Judge (Albert Campion #7),2006,3.96,MYSTERY
1523560,"The Blind Man of Seville (Javier Falcon, #1)",2004,3.95,MYSTERY
830571,A Quiver Full of Arrows,2003,3.76,MYSTERY
18077845,"The Setup Man (Johnny Adcock, #1)",2014,3.49,MYSTERY
6784515,A Sudden Shot: The Phoenix Serial Shooter,2009,3.39,MYSTERY
35831773,Political Justice (A Marc Kadella Legal Mystery Book 7),2017,4.47,MYSTERY
29598105,"Confession of a Serial Killer: The Untold Story of Dennis Rader, the BTK Killer",2016,3.70,MYSTERY
18374694,موعد في بغداد,"",3.78,MYSTERY
20321680,Herz aus Glas,2014,3.88,MYSTERY
29441168,Todesflehen,"",4.12,MYSTERY
19561892,Five,2014,3.96,MYSTERY
11053992,"A Fatal Thaw (Kate Shugak, #2)","",4.05,MYSTERY
976517,The Armchair Detective Book Of Lists (2nd Edition),1995,3.21,MYSTERY
1925005,A Deadly Secret: The Strange Disappearance Of Kathie Durst,2003,3.58,MYSTERY
6405900,The Ragged End of Nowhere,2009,3.20,MYSTERY
18598130,"Swamp Sniper (Miss Fortune Mystery, #3)",2013,4.43,MYSTERY
18657697,Cop Town,2014,3.89,MYSTERY
399774,Brotherhood of the Tomb,1995,3.70,MYSTERY
11971987,"De vleermuisman (Harry Hole, #1)",2011,3.56,MYSTERY
29893399,Chai Cupcake Killer (INNcredibly Sweet #4),"",4.40,MYSTERY
33650869,A Treasury of Classic Mystery Stories,2016,3.78,MYSTERY
25350298,Coffee Cake,2015,3.51,MYSTERY
15814627,Cemetery John: The Undiscovered Mastermind Behind the Lindbergh Kidnapping,2012,3.72,MYSTERY
23615213,My Sunshine Away,2015,3.60,MYSTERY
16048250,Undercover saint,2012,4.00,MYSTERY
22928016,Destination to be Determined (The Traveler Series #1),"",4.53,MYSTERY
27392090,Rule of Thirds (Mirror #2),"",3.85,MYSTERY
6952875,"The 38 Million Dollar Smile (Donald Strachey, #10)","",3.85,MYSTERY
21942504,The Night Manager,2013,3.79,MYSTERY
19968453,Birds of Prey #3,2012,3.65,MYSTERY
1251916,Dirty Dealing: Drug Smuggling on the Mexican Border and the Assassination of a Federal Judge--An American Parable,1998,3.77,MYSTERY
25727378,Sulje silmäs pienoinen,2015,2.97,MYSTERY
202915,The Devil Wears Wings,"",3.89,MYSTERY
11350514,sinema 2 sympathy for the devil,"",4.09,MYSTERY
3276268,"The Skyfire Puzzle (Hardy Boys, #85)","",3.76,MYSTERY
17973505,"תנו לשד לישון (Dave Gurney, #3)",2013,3.87,MYSTERY
35271198,Give Up the Dead (The Jay Porter Series),"",4.20,MYSTERY
15799116,Crusher,2012,3.37,MYSTERY
14291000,I Kill Rich People,2012,3.37,MYSTERY
23258037,Stranded,2015,4.27,MYSTERY
16368,The Regatta Mystery and Other Stories,1984,3.93,MYSTERY
35659615,#Hacker 1.0,"",3.19,MYSTERY
22600794,"No Ghouls Allowed (Ghost Hunter Mystery, #9)","",4.30,MYSTERY
22751929,Inspector Colbeck's Casebook: Thirteen Tales from the Railway Detective (The Railway Detective series),"",3.77,MYSTERY
36244937,District VIII,2017,3.57,MYSTERY
8640763,The Stepford Wives,1972,3.71,MYSTERY
13609123,Heartbeats,2012,3.80,MYSTERY
17447097,"The Rules for Disappearing (The Rules for Disappearing, #1)",2013,3.90,MYSTERY
2163808,Prep,2003,3.49,MYSTERY
25574370,The Beauty in Deception (Hawk Creek #1),2015,4.22,MYSTERY
2070679,"Jane and the Wandering Eye (Jane Austen Mysteries, #3)",1998,3.84,MYSTERY
8535148,Finding Mercie,"",3.24,MYSTERY
13348077,"The Abominable Man  (Martin Beck, #7)",2012,4.03,MYSTERY
2763020,"Murder at the Winter Games (Screech Owls, #18)",2004,4.07,MYSTERY
2091458,Staying Power,2005,3.74,MYSTERY
33123232,Gone Forever (Jack Widow #1),"",4.20,MYSTERY
5397744,Long Shadow,1975,3.73,MYSTERY
10200592,"Mr. Monk on the Road (Mr Monk, #11)","",4.09,MYSTERY
31927095,Margaritas & Murder: A Sunny Truly Mystery (Sunny Truly Mystery Series Book 1),"",4.17,MYSTERY
667626,Death At The Spring Plant Sale,2004,3.43,MYSTERY
9438897,"Moordenaar zonder gezicht (Wallander, #1)",2004,3.77,MYSTERY
925130,Public Enemies: The Host of America's Most Wanted Targets the Nation's Most Notorious Criminals,2001,3.88,MYSTERY
18699372,Killer on the Road: Violence and the American Interstate,2014,3.71,MYSTERY
25757102,Der Jungfrauenmacher,"",3.78,MYSTERY
19210722,"Dead Lions (Slough House, #2)","",3.98,MYSTERY
1916053,Luciano's Luck,2005,3.71,MYSTERY
20664807,The Moonstone,1994,3.90,MYSTERY
17824602,The Lemesurier Inheritance: A Short Story,2013,3.73,MYSTERY
10226149,"To Shield the Queen: A Mystery in Queen Elizabeth I's Court, Introducing Ursula Blanchard","",3.72,MYSTERY
18247445,"The Return, A Steve Dancy Tale",2013,4.37,MYSTERY
21944715,Take the A-Train,2014,3.76,MYSTERY
436963,The Lost Van Gogh,2007,3.35,MYSTERY
3231697,"A Darkness More Than Night (Harry Bosch, #7)",2001,4.12,MYSTERY
9136076,الكبار لا وطن لهم,2010,4.13,MYSTERY
22912948,Three Strikes and You're Dead,2014,4.09,MYSTERY
18986564,"The Deep Blue Goodbye (Travis McGee, #1)","",3.92,MYSTERY
18144377,The Garden Murder Case (A Philo Vance Mystery #9),1935,3.70,MYSTERY
6472774,Mayday,"",3.93,MYSTERY
23306299,"Murder is Secondary (Susan Wiles Schoolhouse Mystery, #2)","",4.22,MYSTERY
12767653,The Captain's Mission,2011,4.14,MYSTERY
28236756,"Summer Nights: A Different Scandinavian Crime Novel (Detective Lena Franke Series, Book #2)","",4.28,MYSTERY
18746671,Nessuno conosce il mio nome,2013,3.56,MYSTERY
694659,Dead Air: A Cycling Murder Mystery,2002,3.57,MYSTERY
9702256,Jack lo squartatore,2002,3.59,MYSTERY
10121431,Vulture Peak (Sonchai Jitpleecheep #5),2012,3.75,MYSTERY
393732,To the Power of Three,2005,3.56,MYSTERY
751756,The Confession of Brother Haluin  (Chronicles of Brother Cadfael #15),1989,4.08,MYSTERY
25532760,مصرع فنان (هيركل بوارو #24 ),2007,3.96,MYSTERY
18144131,Chance,2014,3.31,MYSTERY
20371824,"A Charming Magic (Magical Cures Mystery, #5)",2013,4.18,MYSTERY
80640,Harmful Intent,2000,3.30,MYSTERY
7763754,Grand Avenue,2001,3.79,MYSTERY
12999111,"Shunning Sarah (Riley Spartz, #5)","",3.51,MYSTERY
18579798,Murder at Midnight,2014,3.44,MYSTERY
23131057,Точка обману,2010,3.67,MYSTERY
2354687,The Orlov Legacy,"",4.00,MYSTERY
10034494,The Witcheye Gene,2010,4.00,MYSTERY
1706199,Stranded,2006,3.61,MYSTERY
30847552,"Mopsfluch (Holmes und Waterson, #3)",2016,4.33,MYSTERY
27307101,The Secret of Hunter's Bog,2016,3.17,MYSTERY
13763628,Flowers Stained with Moonlight,2013,3.14,MYSTERY
7749628,The Cat Who Turned on and Off,"",3.93,MYSTERY
19252522,"Unhallowed Ground (The Chronicles of Hugh De Singleton, Surgeon, #4)","",4.05,MYSTERY
17201664,"Gold Medal Threat (Casey Clark Mysteries, #1)",2012,4.70,MYSTERY
3008215,Le bal de la victoire,2002,3.62,MYSTERY
28180153,The Traitor's Story,2016,4.00,MYSTERY
28581981,The Enigma Strain (Harvey Bennett #1),2015,3.76,MYSTERY
11099521,Spoon-fed Addiction,2011,3.74,MYSTERY
13120136,Τα σκυλιά της Ρίγα,2002,3.72,MYSTERY
8115818,"The Girl Who Played with Fire (Millennium, #2)",2009,4.22,MYSTERY
23286760,Grab & Go (Mayfield Mystery #2),2014,4.33,MYSTERY
8150911,A Time to Kill,2010,4.03,MYSTERY
1990070,"Faller fritt som i en dröm (Fall of the Welfare State, #3)",2012,3.79,MYSTERY
23453981,Recipe for Love,2014,3.76,MYSTERY
1133321,"Cherry Cheesecake Murder (Hannah Swensen, #8)",2006,3.92,MYSTERY
18247775,L'amore bugiardo,2013,4.03,MYSTERY
9787915,In the Still of the Night: The Strange Death of Ronda Reynolds and Her Mother's Unceasing Quest for the Truth,2011,3.78,MYSTERY
23389366,Pekelný kocour,2014,3.32,MYSTERY
17191774,Almost Gone,"",4.00,MYSTERY
936609,"Maura's Game (Maura Ryan, #2)",2003,4.28,MYSTERY
16309736,Eleven Pipers Piping: A Father Christmas Mystery,2012,3.71,MYSTERY
13504482,The Emerald Quest (Noah Winter #1),2012,4.03,MYSTERY
23297029,Um Caso de Espíritos,2014,3.57,MYSTERY
32936817,Twin Peaks - Salattu historia,2016,3.95,MYSTERY
1156950,"Born Guilty (Joe Sixsmith, #2)",1999,3.73,MYSTERY
1704718,Double Delight,1997,3.59,MYSTERY
24648720,The Missing and The Dead (Bragg #2),"",4.15,MYSTERY
35599378,Frantic (Ali Ryan #4),2017,5.00,MYSTERY
3076614,"August Heat (Inspector Montalbano, #10)",2008,3.98,MYSTERY
23570538,Shamus Bead and the Cure for What Kills You (Shamus Bead #2),2014,3.00,MYSTERY
29662542,The Guest Room,2016,3.68,MYSTERY
24559246,Afgezonderd (Ravn #2),2015,3.85,MYSTERY
21888227,Tunnel Vision,2014,3.33,MYSTERY
11740848,Cujo,2011,3.65,MYSTERY
32670737,A Deep Thing,2016,4.49,MYSTERY
32471826,The Unwanted (Black Water Tales #2),2013,4.27,MYSTERY
7268900,"The Consorts of Death (Varg Veum, #15)",2009,3.49,MYSTERY
1321148,"The Bum's Rush (Leo Waterman, #3)",1998,3.94,MYSTERY
27871194,Love Is For Tomorrow,2015,3.30,MYSTERY
31160866,Ek Haseena Ka Katal,"",3.56,MYSTERY
1812232,Emelie,1982,4.33,MYSTERY
352427,"Mum's the Word (A Flower Shop Mystery, #1)","",3.76,MYSTERY
23350830,Arsenic For Tea: A Murder Most Unladylike Mystery,2015,4.26,MYSTERY
25093510,Verdwenen zusjes,2015,3.54,MYSTERY
6071357,Sex Crimes,2003,3.00,MYSTERY
6613914,"One if by Air, Two if by Sea",2009,3.00,MYSTERY
3523,"First Drop (Charlie Fox, #4)",2005,4.01,MYSTERY
24994859,Mackenzie's Beat,2015,4.39,MYSTERY
26188118,Black River,2015,3.78,MYSTERY
25663859,A Prisoner in Malta (Christopher Marlowe Mystery #1),2016,3.47,MYSTERY
3993923,Ein perfektes Leben. Das Havanna-Quartett: Winter,2005,3.59,MYSTERY
18624809,"A Ghostly Undertaking (Ghostly Southern Mysteries, #1)",2013,3.93,MYSTERY
7697263,"Bad Blood (Alexandra Cooper, #9)",2009,3.89,MYSTERY
21416438,Blue Labyrinth,2014,4.11,MYSTERY
22557287,Tuesday's Child,2015,3.75,MYSTERY
631126,"The Secret of the Wooden Lady (Nancy Drew Mystery Stories, #27)",1967,3.89,MYSTERY
22283336,Immagina i corvi,2014,3.82,MYSTERY
22829509,Without Chance,2014,4.48,MYSTERY
196071,Leonardo's Bicycle,1995,3.94,MYSTERY
18111561,Nebezpečný kontrakt,2013,3.30,MYSTERY
8195479,Hangman's Holiday,"",4.16,MYSTERY
35649575,Murder in Crimson Velvet (Bridal Shop Mysteries #2),"",4.46,MYSTERY
18780206,"The Tell-Tale Con (Rules of the Scam, #1)",2013,3.97,MYSTERY
21487305,The Kestrel Waters : A Tale of Love and Devil,2014,4.35,MYSTERY
30113242,Temporary Perfections,2016,3.77,MYSTERY
2052252,The Caller,1979,3.00,MYSTERY
24326992,Até Você Ser Minha,2015,3.89,MYSTERY
26889429,Oblivion,2016,3.74,MYSTERY
8500838,"The Hunt for Red October (Jack Ryan, #3)",2010,4.02,MYSTERY
3545318,The Goliath Bone,2008,3.42,MYSTERY
105752,The Riverman: Ted Bundy and I Hunt for the Green River Killer,2004,3.91,MYSTERY
28443142,My Man Walter,2016,3.47,MYSTERY
12358888,"Deception (Harry Tate, #3)",2012,3.96,MYSTERY
29357325,Sinner Man,"",3.76,MYSTERY
14745430,"As Memórias de Sherlock Holmes (Sherlock Holmes, #2)",2010,4.32,MYSTERY
25803538,"Убийствено студена (Инспектор Арман Гамаш, #2)",2015,4.11,MYSTERY
25426758,The Grave Tender,2015,4.30,MYSTERY
9777906,De held,2010,3.41,MYSTERY
7749295,Deadly Triangles,"",3.67,MYSTERY
13603028,Faute de preuves,2012,3.98,MYSTERY
34042828,Sacrificial Lam,2017,4.61,MYSTERY
16006107,"Fareedi Aur Leonard (Jasoosi Duniya, #5)",1952,4.03,MYSTERY
12497648,Marihuana: A Drug-Crazed Killer at Large,2011,3.71,MYSTERY
847651,"The Bone Collector (Lincoln Rhyme, #1)",1997,4.18,MYSTERY
300434,Pure Pulp,1999,3.55,MYSTERY
29939029,No Easy Target,2017,3.85,MYSTERY
9696145,Non ti credo,"",3.69,MYSTERY
1141155,The Hum Bug,2001,3.73,MYSTERY
15946805,"Not Dead Enough (Roy Grace, #3)",2012,4.11,MYSTERY
8425318,Deadly Silence (Deadly Mystery #5),2010,3.80,MYSTERY
25640202,"The Burnt Island Burial Ground (A Lindsay Harding Mystery, #3)","",4.00,MYSTERY
25229683,"Red Rabbit (Jack Ryan, #2)",2004,3.64,MYSTERY
23210073,"The Children Return: A Bruno, Chief of Police novel",2015,4.17,MYSTERY
25658765,"Made to Kill (Ray Electromatic Mysteries, #1)",2015,3.35,MYSTERY
20352324,Curiosity Thrilled the Cat,2014,3.93,MYSTERY
30347604,The India-rubber Men,"",3.46,MYSTERY
238140,"Reunion in Death (In Death, #14)",2004,4.33,MYSTERY
18299331,Unveiling Christmas,2014,4.37,MYSTERY
4748653,"Nineteen Eighty Three (Red Riding, #4)",2008,4.07,MYSTERY
56812,"Foolish Undertaking (Buryin' Barry, #3)",2006,3.71,MYSTERY
2229942,"Death and Faxes (Molly Masters Mystery, #1)",1997,3.73,MYSTERY
25489442,"Beauty, Beast, and Belladonna (Fairy Tale Fatal Mystery, #3)",2016,3.79,MYSTERY
22588600,The Walls of Troy,"",3.63,MYSTERY
126391,Komisario Palmun erehdys,1976,3.70,MYSTERY
34440596,Matéria Escura,2017,4.10,MYSTERY
18687118,"The Bear Pit (Scobie Malone, #17)",2013,3.13,MYSTERY
140589,Maigret and the Tavern by the Seine,1990,3.67,MYSTERY
10355124,O Fogo,2010,3.22,MYSTERY
33948903,Formicae,"",3.44,MYSTERY
1750774,Eight Black Horses: An 87th Precinct Novel,1985,3.91,MYSTERY
22835887,Awakening,2014,3.94,MYSTERY
384279,Mama Solves A Murder,2000,3.85,MYSTERY
27400409,"Deadly Dunes (Mac McClellan Mystery, #3)",2016,4.44,MYSTERY
11058674,The Eagle Has Landed (The Liam Devlin Novels),"",4.15,MYSTERY
15991410,Enfant 44,2009,4.08,MYSTERY
35385998,The Silence,"",4.45,MYSTERY
27287847,Beloved Poison (Jem Flockhart #1),2016,3.86,MYSTERY
847997,Next,2007,3.49,MYSTERY
4527334,Nothing To Fear (Romantic Suspense #4),2006,4.19,MYSTERY
25913535,La Semence du démon,1999,3.39,MYSTERY
18457024,"Murder, Plain and Simple (Amish Shop Quilt Mysteries #1)",2013,3.97,MYSTERY
24662081,Inspector Cadaver,2015,3.73,MYSTERY
17338704,Inside Straight,2013,4.40,MYSTERY
9994538,"Black God, Vol. 12",2011,4.15,MYSTERY
1261330,The Man with the Iron-On Badge,2005,3.90,MYSTERY
32049866,Memory of Monet (Remembrandt #3),2016,4.27,MYSTERY
32295239,Richard Cottingham: The True Story of The Torso Killer: Historical Serial Killers and Murderers (True Crime by Evil Killers Book 20),"",3.59,MYSTERY
7862877,Towards Zero,2003,3.85,MYSTERY
31686324,The Darkest Secret,2016,3.74,MYSTERY
31311701,Cold Moon Over Babylon,2016,3.97,MYSTERY
9028332,Beyond Justice,2010,3.82,MYSTERY
35093794,Police: Une enquête de l'inspecteur Harry Hole,2017,4.22,MYSTERY
15768289,Cold In The Earth,2006,3.85,MYSTERY
77184,"Good Morning, Midnight (Dalziel & Pascoe, #21)",2005,4.00,MYSTERY
8779728,The Giant Diamond Robbery,2011,4.20,MYSTERY
23433079,Finding Poe,2012,3.70,MYSTERY
2193833,Inspector Cadaver,2007,3.73,MYSTERY
2580549,"Lost Girls (Sherry Moore, #3)",2008,3.69,MYSTERY
28856973,War Hawk,2016,4.18,MYSTERY
8716901,Wolfsrache,2009,3.90,MYSTERY
33848646,Peepland #4,"",3.77,MYSTERY
18911654,2 Bodies for the Price of 1 (Body Movers #2),"",3.99,MYSTERY
9503512,The Couch,1962,3.22,MYSTERY
2101289,"The Bear and the Dragon (John Clark, #3)",2000,3.80,MYSTERY
11410241,Where The Shadows Lie,"",3.67,MYSTERY
4273738,The Bodies Left Behind,2008,3.76,MYSTERY
3616068,Uncertain Death,"",3.17,MYSTERY
1241664,"Time to Pay (Gideon Blake, #2)",2007,3.92,MYSTERY
9304042,Best Friends,"",2.95,MYSTERY
1133326,"Catering to Nobody (A Goldy Bear Culinary Mystery, #1)","",3.84,MYSTERY
930357,Native Rites,"",3.50,MYSTERY
32920367,48 heures pour mourir,2016,4.21,MYSTERY
8582816,"Devious (New Orleans, #7)",2011,3.91,MYSTERY
16124489,"Buried Alive (Buried, #1)",2012,3.58,MYSTERY
21738,"Lee Child Collection 2: Running Blind / Echo Burning / Without Fail (Jack Reacher, #4-6)","",4.31,MYSTERY
11356257,"Fatal Network (Jake Adams International Thriller, #1)","",3.72,MYSTERY
6760412,"The Man Who Murdered God (Joe McGuire, #1)",1989,3.93,MYSTERY
25816587,Antikacı,2015,3.22,MYSTERY
21842625,Tokyo Station,2008,3.80,MYSTERY
20870727,Doyle's Law,"",3.66,MYSTERY
6085394,Acts of Mercy (Mercy Street #3),2009,4.15,MYSTERY
27971755,Calendar of Crime,2015,3.71,MYSTERY
25075945,"L. A. Přísně tajné (L.A. Quartet, #3)",2002,4.20,MYSTERY
6343898,"A Dama do Lago (Philip Marlowe, #4)",2001,4.06,MYSTERY
6353614,"Mary Jane's Grave (CeeCee Gallagher, #3)","",3.97,MYSTERY
10737391,Wild Night Is Calling,"",3.70,MYSTERY
16137184,Midnight,"",3.81,MYSTERY
32798672,Earthly Remains,2017,4.05,MYSTERY
10914882,Bit Player,2011,3.94,MYSTERY
20125037,The Final Cut,2013,4.10,MYSTERY
6624486,Assault on Soho (The Executioner #6),1971,3.76,MYSTERY
8109202,The Siren (DC Gary Goodhew Mystery #2),2010,3.73,MYSTERY
9925369,The Book of the Dead,2006,4.13,MYSTERY
1206946,Miami Purity,1996,3.61,MYSTERY
29963304,Undercover - An Austen Noir,"",4.26,MYSTERY
1744148,The Man in the Brown Suit,1978,3.97,MYSTERY
8117016,"Still Midnight (Alex Morrow, #1)",2010,3.61,MYSTERY
8008928,Savages,"",3.84,MYSTERY
22522201,"Zombie Rehab (Impact, #2)","",3.59,MYSTERY
17238646,"The ForgForgotten (John Puller, #2)",2012,4.07,MYSTERY
3452816,Double Dealer: A Bert and Nan Tatum Mystery,2000,3.46,MYSTERY
18685357,"Il Natale di Flavia de Luce (Flavia de Luce, #4)",2013,4.09,MYSTERY
398497,Mystery,"",3.93,MYSTERY
11093198,"Restless Spirit (Sam Casey Mystery, #3)",2011,4.01,MYSTERY
19400166,The Mousetrap and Other Plays,"",4.00,MYSTERY
32970861,A Man of Shadows,2017,3.55,MYSTERY
1503606,Dark Whispers,2005,3.32,MYSTERY
31818912,La sposa scomparsa,2016,3.85,MYSTERY
21070195,Savage Grace: The Story of a Doomed Family,"",3.47,MYSTERY
24510813,22 Dead Little Bodies (A Logan and Steel short novel),"",4.11,MYSTERY
3615834,Dead Set,2006,3.62,MYSTERY
6485144,"Gebiete sanfte Herrin mir (Alyss, #1)","",4.03,MYSTERY
11251664,"The Master Falconer (Joe Pickett, #11.5)",2011,4.06,MYSTERY
17049873,Consequences,2012,4.35,MYSTERY
6006989,"Little Lamb Lost (Claire Conover mysteries, #1)",2009,3.78,MYSTERY
5113197,"Frill Kill (A Scrapbooking Mystery, #5)",2008,3.85,MYSTERY
18442056,Prudy's Back! (A Sandi Webster Mystery #3),2013,4.23,MYSTERY
31450288,The Troubles Keeper,2016,3.85,MYSTERY
12982564,"L'assassino ha lasciato la firma (87th Precinct, #1)",1973,3.78,MYSTERY
28939622,"Krv na snijegu (Krv na snijegu, #1)",2016,3.51,MYSTERY
7308507,Quite Ugly One Morning,2001,3.91,MYSTERY
27826531,"Harley Hill Cozy Murder Mystery Bundle (Harley Hill Mysteries, #1-3)","",4.05,MYSTERY
11480381,Misteri Kastil Cinta,2011,2.81,MYSTERY
1040458,"Bind, Torture, Kill: The Inside Story of the Serial Killer Next Door",2007,3.88,MYSTERY
28823751,Betrayed in Cornwall,2016,3.87,MYSTERY
36383450,Dirty Secret (Deutsch) (Ein Cole-McGinnis-Krimi 2),"",4.31,MYSTERY
16300883,"La mort dans une boule de cristal (Flavia de Luce, #3)",2012,4.07,MYSTERY
15990339,Pria Bersetelan Cokelat - The Man In The Brown Suit,2012,3.97,MYSTERY
12873951,Here Comes Charlie M,2011,4.04,MYSTERY
27963884,"Repentance (Darkness, #4)",2016,4.37,MYSTERY
7174962,Where There's Smoke,2009,3.94,MYSTERY
17398825,The Sentinel,2013,3.84,MYSTERY
3404420,L'Assassin (Louis Morgon #2),2008,3.88,MYSTERY
2099817,The Religious Body,2000,3.88,MYSTERY
25140094,"Zonder angst (Detective D.D. Warren, #7)",2015,4.10,MYSTERY
9818572,"Split Second (Sean King & Michelle Maxwell, #1)",2005,3.98,MYSTERY
11149040,"As the Pig Turns (Agatha Raisin, #22)","",3.61,MYSTERY
18721197,Une vérité si délicate,2013,3.75,MYSTERY
3741275,Flashback,"",3.58,MYSTERY
1861280,"We'll Always Have Parrots (Meg Langslow, #5)",2005,4.00,MYSTERY
11367161,"Liljer fra Jerusalem (Fredric Drum, #8)",2006,3.72,MYSTERY
22071846,আত্মহত্যা,1970,3.50,MYSTERY
12954197,In Cold Blood: A True Account of a Multiple Murder and Its Consequences,2011,4.05,MYSTERY
3842547,Puppet Master (Gil Beach Mysteries #1),1993,3.00,MYSTERY
9619795,The Unforgiven,1981,3.64,MYSTERY
8315592,Kiss Her Goodbye,2007,3.69,MYSTERY
17333430,The Hit,2013,4.05,MYSTERY
22723708,Dark Pursuits,"",3.33,MYSTERY
12190058,Under the Skin (An Elizabeth Goodweather Appalachian Mystery #6),2011,3.90,MYSTERY
13607271,Convicted,2012,4.06,MYSTERY
33400848,Rogue Empire (Blake Carver Thrillers #3),"",4.50,MYSTERY
11548059,"Disco For The Departed (Dr. Siri Paiboun, #3)",2011,4.03,MYSTERY
24486065,The Troop,2014,3.71,MYSTERY
29055129,The Birdwatcher,2016,4.08,MYSTERY
14061520,"Stars & Stripes (Cut & Run, #6)",2012,4.59,MYSTERY
11253483,"The Mystery Of The Whispering Mummy (The Three Investigators, 3)",1998,3.82,MYSTERY
